"GeneA","GeneB"
"DHX9","HSPA4L"
"DHX9","NAA15"
"DHX9","RPS14"
"DHX9","RAD21"
"DHX9","CDK5"
"DHX9","WRN"
"DHX9","ARF6"
"DHX9","DDX21"
"DHX9","NOLC1"
"DHX9","RPL27A"
"DHX9","SNRPD1"
"DHX9","CRK"
"DHX9","TUBA1A"
"DHX9","CTNNB1"
"DHX9","CCDC8"
"DHX9","NLGN1"
"DHX9","PA2G4"
"DHX9","KIF5B"
"DHX9","ZMAT3"
"DHX9","TNFRSF10D"
"DHX9","TRAF6"
"DHX9","MEX3C"
"DHX9","JUN"
"DHX9","GRB2"
"DHX9","SUZ12"
"DHX9","RRS1"
"DHX9","NPM1"
"DHX9","ALYREF"
"DHX9","COPB2"
"DHX9","RALYL"
"DHX9","H1FX"
"DHX9","HEXIM1"
"DHX9","NAP1L1"
"DHX9","HIST1H1C"
"DHX9","H2AFX"
"DHX9","HIST1H4C"
"DHX9","SND1"
"DHX9","RPS26"
"DHX9","NTRK1"
"DHX9","CD247"
"DHX9","GRK5"
"DHX9","HLA-B"
"DHX9","PRKDC"
"CEP350","MED4"
"CEP350","KIF11"
"CEP350","WEE1"
"CEP350","CEP120"
"CEP350","CCDC8"
"CEP350","PCDH7"
"CEP350","CEP19"
"CEP350","CEP135"
"CEP350","FGFR1OP"
"NPL","APP"
"NPL","WDYHV1"
"NPL","PEG10"
"FAM129A","CCDC8"
"FAM129A","NPM1"
"LAMC1","TANK"
"LAMC1","HECW2"
"LAMC1","APP"
"LAMC1","PTPRF"
"LAMC1","CENPU"
"LAMC1","ANTXR2"
"LAMC1","PYHIN1"
"LAMC1","C15orf48"
"LAMC1","PDIA3"
"LAMC1","CCDC8"
"LAMC1","LAMB2"
"LAMC1","SNX2"
"SP110","ZSCAN9"
"SP110","TK1"
"SP110","NAP1L2"
"SP110","FGFR1OP"
"DOCK10","MAGEA11"
"HTR2B","AGTR1"
"HTR2B","GNAQ"
"ITM2C","FURIN"
"ITM2C","RYK"
"ITM2C","BACE1"
"ITM2C","TMEM17"
"ITM2C","TMEM216"
"SERPINE2","RTN1"
"SERPINE2","DUS3L"
"SERPINE2","AGL"
"SERPINE2","APEH"
"SERPINE2","COL4A3"
"SERPINE2","FAM9B"
"SERPINE2","F2"
"SERPINE2","PMEL"
"SERPINE2","COL4A1"
"SERPINE2","COL4A5"
"SERPINE2","APOD"
"SERPINE2","COL4A6"
"TMBIM1","SRPRB"
"TMBIM1","PROK2"
"TMBIM1","RCHY1"
"TMBIM1","GGT6"
"TMBIM1","SOCS5"
"CYP27A1","FASN"
"ARMC9","APP"
"ARMC9","KLHL8"
"ARMC9","CRTAP"
"CAB39","SPRY2"
"CAB39","IDH1"
"CAB39","VPS26B"
"CAB39","GOLGA2"
"CAB39","TM4SF20"
"CAB39","DCXR"
"CAB39","RSL1D1"
"CAB39","FGB"
"CAB39","IQCB1"
"CAB39","UBE2N"
"CAB39","FAHD1"
"CAB39","SHMT2"
"CAB39","GTF2E2"
"CAB39","STK39"
"TGFBRAP1","SMAD4"
"TGFBRAP1","VPS8"
"TGFBRAP1","APPL1"
"TGFBRAP1","VPS11"
"TGFBRAP1","TGFBR2"
"TGFBRAP1","SMAD2"
"GCC2","SPC25"
"GCC2","CCDC107"
"GCC2","SYNC"
"GCC2","TUBA1A"
"GCC2","RAB6A"
"GCC2","EXOC3"
"GCC2","TCP10L"
"EPC2","MYC"
"EPC2","VPS72"
"EPC2","PLAC1"
"EPC2","RUVBL1"
"USP44","CETN2"
"USP44","MRPL40"
"USP44","MRPL23"
"CKAP4","MYC"
"CKAP4","ARRB1"
"CKAP4","RGS3"
"CKAP4","EGFR"
"CKAP4","SH3KBP1"
"CKAP4","SLC39A4"
"CKAP4","FEZ1"
"CKAP4","RNF144A"
"CKAP4","MED21"
"CKAP4","TMEM237"
"CKAP4","CCDC8"
"CKAP4","C3AR1"
"CKAP4","FRMD3"
"CKAP4","CHRNA9"
"CKAP4","JUN"
"CKAP4","ATP6AP2"
"CKAP4","COLEC10"
"CKAP4","TMEM17"
"CKAP4","TMEM216"
"CKAP4","LYPD6"
"CKAP4","HIST1H3D"
"CKAP4","LPAR1"
"CKAP4","NTRK1"
"CKAP4","TCTN1"
"CKAP4","TRIM13"
"APPL2","TPM1"
"APPL2","KIFC3"
"APPL2","LIX1"
"APPL2","DOK3"
"APPL2","APPL1"
"APPL2","PINK1"
"APPL2","RBP7"
"APPL2","MLST8"
"APPL2","CRADD"
"APPL2","CRLF3"
"APPL2","EPM2AIP1"
"APPL2","NTRK1"
"DRAM1","APP"
"SLC41A2","FUT3"
"FLNB","GABARAPL1"
"FLNB","IQGAP1"
"FLNB","MAP1LC3B"
"FLNB","ITGB3BP"
"FLNB","NPHP1"
"FLNB","PIK3R1"
"FLNB","ITGB1"
"FLNB","UBE2L6"
"FLNB","FBLIM1"
"FLNB","VCAM1"
"FLNB","OTUD1"
"FLNB","CRK"
"FLNB","TUBA1A"
"FLNB","GRB2"
"FLNB","ISG15"
"FLNB","FLNA"
"FLNB","CD247"
"NEK3","CPNE2"
"NEK3","VAV1"
"NEK3","BPGM"
"NEK3","NMNAT1"
"PCDH8","BRK1"
"VPS36","SPRY2"
"VPS36","WDR12"
"VPS36","VPS28"
"VPS36","USP1"
"VPS36","RILP"
"VPS36","ACBD3"
"VPS36","TNFAIP2"
"VPS36","GCNT1"
"RNASEH2B","KCTD3"
"RNASEH2B","DAB2IP"
"RNASEH2B","ANP32E"
"RNASEH2B","SAP18"
"RNASEH2B","RABGAP1L"
"RNASEH2B","KLHDC2"
"RNASEH2B","RRM1"
"RNASEH2B","RNF213"
"RNASEH2B","BCOR"
"RNASEH2B","SLC39A10"
"RNASEH2B","NRAS"
"CKAP2","CEP170"
"CKAP2","POC1A"
"CKAP2","MIS12"
"CKAP2","CEP120"
"CKAP2","JUN"
"CKAP2","IGHA1"
"TBC1D4","TMOD1"
"TBC1D4","CDK5RAP2"
"TBC1D4","TMOD3"
"TBC1D4","TLE3"
"TBC1D4","CTDSPL"
"TBC1D4","CCNA2"
"TBC1D4","EIF4E3"
"TBC1D4","U2SURP"
"TBC1D4","TOPBP1"
"TBC1D4","TKT"
"TBC1D4","FAM208A"
"TBC1D4","TP53INP1"
"TBC1D4","CEP57"
"TBC1D4","COMMD1"
"TBC1D4","KIAA1551"
"TBC1D4","CTDSP2"
"TBC1D4","JUN"
"TBC1D4","AURKB"
"TBC1D4","ROR1"
"TBC1D4","MPHOSPH8"
"TBC1D4","NTRK1"
"TBC1D4","CALM1"
"TBC1D4","CHAMP1"
"BORA","DNA2"
"BORA","FEZ1"
"BORA","RNF219"
"BORA","WNT4"
"SUCLA2","GRHPR"
"SUCLA2","ETFA"
"SUCLA2","IQGAP2"
"SUCLA2","EGFR"
"SUCLA2","MAL2"
"SUCLA2","NADK2"
"SUCLA2","RAD21"
"SUCLA2","ZMYND19"
"SUCLA2","IDH3A"
"SUCLA2","RRM1"
"SUCLA2","FAM9B"
"SUCLA2","AGTRAP"
"SUCLA2","MAGEA11"
"SUCLA2","HPDL"
"SUCLA2","S100A16"
"SUCLA2","NTRK1"
"MED4","TLN1"
"MED4","DCTN3"
"MED4","DENND4C"
"MED4","SDCBP"
"MED4","HAUS2"
"MED4","KIF11"
"MED4","TACC2"
"MED4","FRMD6"
"MED4","KIFC3"
"MED4","CEP131"
"MED4","CBX4"
"MED4","PMAIP1"
"MED4","APP"
"MED4","C1orf216"
"MED4","TP53BP2"
"MED4","CEP170"
"MED4","MANF"
"MED4","TNFAIP8"
"MED4","ATP6V1B2"
"MED4","MED22"
"MED4","EIF3M"
"MED4","DLG5"
"MED4","DST"
"MED4","HAUS1"
"MED4","POC5"
"MED4","HOMER1"
"MED4","IFIT5"
"MED4","UTRN"
"MED4","MED21"
"MED4","SKA1"
"MED4","MED8"
"MED4","ZYX"
"MED4","PCNT"
"MED4","MED27"
"MED4","SQSTM1"
"MED4","MED11"
"MED4","PDLIM5"
"MED4","ALB"
"MED4","MED30"
"MED4","SKA3"
"MED4","KIF7"
"MED4","CEP120"
"MED4","KIF5B"
"MED4","RSL1D1"
"MED4","CEP135"
"MED4","A2M"
"MED4","SGF29"
"MED4","GCC1"
"MED4","CCDC66"
"MED4","SCRIB"
"MED4","MED12"
"MED4","RBM11"
"MED4","TNFAIP8L1"
"MED4","SHTN1"
"MED4","TCEA1"
"MED4","FAM111B"
"MED4","KANK2"
"MED4","F5"
"MED4","DZIP3"
"MED4","CCHCR1"
"MED4","FGFR1OP"
"MED4","PI4KA"
"MED4","HBB"
"MED4","CDK11B"
"MED4","PDCD6"
"PHF11","SDCBP"
"PHF11","AGPAT2"
"LMO7","KCTD3"
"LMO7","MYC"
"LMO7","IQGAP1"
"LMO7","HNRNPU"
"LMO7","ABCA1"
"LMO7","CEP135"
"LMO7","RUVBL1"
"LMO7","SFN"
"LMO7","GRB2"
"LMO7","NPM1"
"LMO7","FLNA"
"LMO7","PRKDC"
"SCEL","KIFC3"
"SCEL","GOLGA2"
"SCEL","SFN"
"ITM2B","CHST12"
"ITM2B","APP"
"ITM2B","TMEM219"
"ITM2B","RYK"
"ITM2B","BCL2"
"ITM2B","SYNE4"
"ITM2B","TMEM17"
"ITM2B","POU5F1"
"SPRY2","USP20"
"SPRY2","CBLC"
"SPRY2","CREB5"
"SPRY2","SH3KBP1"
"SPRY2","UBASH3B"
"SPRY2","LONRF1"
"SPRY2","FAIM"
"SPRY2","GNE"
"SPRY2","CSTB"
"SPRY2","VANGL2"
"SPRY2","SPRY1"
"SPRY2","CTSB"
"SPRY2","PACSIN3"
"SPRY2","FBN1"
"SPRY2","HEXIM2"
"SPRY2","UBE2E3"
"SPRY2","VANGL1"
"SPRY2","ZNF266"
"SPRY2","CATSPER1"
"SPRY2","GRB2"
"SPRY2","SIAH2"
"SPRY2","CRIP2"
"SPRY2","PLSCR1"
"SPRY2","S100A13"
"SPRY2","AQP1"
"EDNRB","ATM"
"EDNRB","VPS8"
"EDNRB","KNTC1"
"RCBTB2","FARS2"
"RCBTB2","ANKRD49"
"RCBTB2","UBE2E3"
"RCBTB2","PDE4B"
"LCP1","MSN"
"LCP1","DST"
"LCP1","KRT8"
"LCP1","KRT19"
"LCP1","JUN"
"LCP1","SIRT7"
"LCP1","AIF1"
"LCP1","PPME1"
"LCP1","BRK1"
"SETDB2","SELENBP1"
"SETDB2","ARL14EP"
"SCRN1","MBD1"
"SCRN1","FGB"
"SCRN1","DENND4A"
"SCRN1","ZNF25"
"TNS3","RABEPK"
"TNS3","ERBB2"
"TNS3","EGFR"
"TNS3","QDPR"
"TNS3","UTRN"
"TNS3","KIT"
"TNS3","DLC1"
"TNS3","ILK"
"TNS3","SERTAD3"
"TNS3","KRT1"
"TNS3","SNTB2"
"TNS3","PTK2"
"TNS3","FGA"
"TNS3","SNTB1"
"TNS3","ZBTB33"
"TNS3","PDE4B"
"TNS3","SRC"
"CHST12","HLA-DRA"
"IGF2BP3","MYC"
"IGF2BP3","GABARAPL1"
"IGF2BP3","MEPCE"
"IGF2BP3","HNRNPU"
"IGF2BP3","USP16"
"IGF2BP3","IGF2BP1"
"IGF2BP3","MNDA"
"IGF2BP3","CCDC8"
"IGF2BP3","PA2G4"
"IGF2BP3","JUN"
"IGF2BP3","NPM1"
"IGF2BP3","SH3BGR"
"IGF2BP3","SIRT7"
"IGF2BP3","GSPT2"
"IGF2BP3","NTRK1"
"IGF2BP3","APOBEC3D"
"IGF2BP3","PDCD6"
"GPNMB","SMAD4"
"GPNMB","EGFR"
"RAPGEF5","ANK3"
"RAPGEF5","VANGL1"
"RAPGEF5","RAP2B"
"NUPL2","GABARAPL1"
"NUPL2","NUP35"
"NUPL2","TAP1"
"IL6","NFKBIZ"
"IL6","IL6R"
"IL6","FAM20C"
"IL6","HRH1"
"ZDHHC4","SMAD3"
"AOAH","DLG2"
"BZW2","SLC27A2"
"BZW2","SCCPDH"
"BZW2","EGFR"
"BZW2","ENDOD1"
"BZW2","DFFA"
"BZW2","GPR183"
"BZW2","TMEM43"
"BZW2","CANT1"
"BZW2","RAB1B"
"BZW2","F2"
"BZW2","GINS3"
"BZW2","SMDT1"
"BZW2","NTRK1"
"BZW2","NRAS"
"TBRG4","CALCOCO2"
"TBRG4","EGFR"
"TBRG4","MAL2"
"TBRG4","ASAP2"
"TBRG4","GPRASP2"
"TBRG4","C15orf48"
"TBRG4","TMEM43"
"TBRG4","FAM9B"
"TBRG4","AGTRAP"
"TBRG4","BICD2"
"TBRG4","NTRK1"
"NACAD","CBLC"
"NACAD","STAT3"
"NACAD","PTK2"
"NACAD","NTRK1"
"C7orf69","FGFR1OP"
"DBNL","VAV1"
"DBNL","TERF1"
"DBNL","SYK"
"DBNL","TERF2IP"
"MYO1G","SVIL"
"MYO1G","CD247"
"CIDEB","DFFA"
"TTC5","MYC"
"TTC5","TUBB2A"
"TTC5","TUBB2B"
"TTC5","CAMK2D"
"TTC5","DDIT4L"
"TTC5","SERPINB8"
"TTC5","TUBA1A"
"TTC5","TUBA1C"
"TTC5","KLK5"
"TTC5","HYI"
"TTC5","TUBB"
"TTC5","TUBA3C"
"CALCOCO2","HLX"
"CALCOCO2","MYC"
"CALCOCO2","ARHGEF39"
"CALCOCO2","SDCBP"
"CALCOCO2","STAMBPL1"
"CALCOCO2","GABARAPL1"
"CALCOCO2","MAP1LC3B"
"CALCOCO2","LMO4"
"CALCOCO2","DDIT4L"
"CALCOCO2","FARS2"
"CALCOCO2","PPP1R18"
"CALCOCO2","NRBF2"
"CALCOCO2","KLHL35"
"CALCOCO2","LONRF1"
"CALCOCO2","SHC1"
"CALCOCO2","SQSTM1"
"CALCOCO2","PRKAA2"
"CALCOCO2","SYNC"
"CALCOCO2","VPS72"
"CALCOCO2","AZI2"
"CALCOCO2","FASTK"
"CALCOCO2","LDLRAD4"
"CALCOCO2","CNNM3"
"CALCOCO2","NFU1"
"CALCOCO2","FAM161A"
"CALCOCO2","SPATA24"
"CALCOCO2","ZNF581"
"CALCOCO2","QARS"
"CALCOCO2","TP53RK"
"CALCOCO2","IQCB1"
"CALCOCO2","RIN1"
"CALCOCO2","TRAF6"
"CALCOCO2","CPNE7"
"CALCOCO2","ZNF101"
"CALCOCO2","NDN"
"CALCOCO2","LITAF"
"CALCOCO2","MYO6"
"CALCOCO2","PEG10"
"VEZF1","POGZ"
"VEZF1","LCN2"
"VEZF1","RBPMS"
"VEZF1","HSF2BP"
"VEZF1","CTR9"
"VEZF1","EHMT2"
"VEZF1","KRT40"
"TEX2","MYC"
"TEX2","APP"
"TEX2","DYNLT1"
"TEX2","TMEM216"
"DCAF7","FAM117B"
"DCAF7","CUL4A"
"DCAF7","TLE3"
"DCAF7","CRTC3"
"DCAF7","CBX4"
"DCAF7","APP"
"DCAF7","PRKACB"
"DCAF7","PFDN2"
"DCAF7","CEP170"
"DCAF7","PARD3"
"DCAF7","LATS2"
"DCAF7","ENAH"
"DCAF7","MOV10"
"DCAF7","PTPDC1"
"DCAF7","AUTS2"
"DCAF7","IGF2BP1"
"DCAF7","CLASP2"
"DCAF7","PRKCI"
"DCAF7","RYBP"
"DCAF7","ZNF503"
"DCAF7","CEP57"
"DCAF7","SMAD3"
"DCAF7","TUBA1A"
"DCAF7","ZNF608"
"DCAF7","NET1"
"DCAF7","SMAD2"
"DCAF7","SFN"
"DCAF7","JUN"
"DCAF7","PCGF5"
"DCAF7","ZNF703"
"DCAF7","KIAA1671"
"DCAF7","SOWAHC"
"DCAF7","PFDN6"
"DCAF7","HSPA1B"
"DCAF7","HSPA1A"
"DCAF7","PKHD1L1"
"SCN2A","ANK3"
"SCN2A","MPP3"
"GALNT5","EXT2"
"TANK","APP"
"TANK","TP53BP2"
"TANK","HNRNPU"
"TANK","SMAD3"
"TANK","KRT1"
"TANK","TRAF6"
"TANK","NAP1L1"
"TANK","TUBA3C"
"TANK","CALM1"
"TANK","HLA-C"
"BLK","MYC"
"BLK","ERBB2"
"BLK","FCGR2A"
"BLK","PIK3R1"
"BLK","EGFR"
"BLK","SCGB1A1"
"BLK","JAKMIP1"
"BLK","SSBP3"
"BLK","KIT"
"BLK","HSF2BP"
"BLK","IKZF3"
"BLK","SNRPD1"
"BLK","STAT3"
"BLK","RNASE3"
"BLK","BCL2L1"
"BLK","BCL2"
"BLK","GNG12"
"BLK","FAM217B"
"BLK","PLCG2"
"BLK","CTR9"
"BLK","PHB2"
"SKIL","RB1"
"SKIL","CPNE2"
"SKIL","CBX4"
"SKIL","SMAD4"
"SKIL","PTPRF"
"SKIL","SETDB1"
"SKIL","NXF3"
"SKIL","SPARCL1"
"SKIL","USP25"
"SKIL","VPS28"
"SKIL","HEY1"
"SKIL","SMAD3"
"SKIL","ING2"
"SKIL","CHD3"
"SKIL","SMAD1"
"SKIL","CXXC5"
"SKIL","GOLGB1"
"SKIL","SMAD2"
"SKIL","TRAK1"
"SKIL","TSKU"
"SKIL","PAPPA"
"SKIL","CPNE4"
"SKIL","TPM2"
"SKIL","CPNE1"
"HLX","TLE3"
"HLX","CEP120"
"HLX","SUZ12"
"HLX","TLE1"
"VPS45","BCAR3"
"VPS45","IGF1R"
"VPS45","PAXIP1"
"VPS45","VPS11"
"VPS45","HEXIM1"
"VPS45","TMEM17"
"VPS45","PTPN1"
"KCTD3","STXBP1"
"KCTD3","DENND4C"
"KCTD3","ARRB1"
"KCTD3","IQGAP1"
"KCTD3","CRTC3"
"KCTD3","SCRN2"
"KCTD3","CGN"
"KCTD3","PHLDB2"
"KCTD3","SH3KBP1"
"KCTD3","CHEK1"
"KCTD3","DCP1B"
"KCTD3","KCTD15"
"KCTD3","SRSF12"
"KCTD3","TIAM1"
"KCTD3","CDC25C"
"KCTD3","PTPN13"
"KCTD3","MELK"
"KCTD3","REEP3"
"KCTD3","WEE1"
"KCTD3","FAM110B"
"KCTD3","ASPSCR1"
"KCTD3","TANC2"
"KCTD3","SH3RF3"
"KCTD3","ZBTB21"
"KCTD3","DENND4A"
"KCTD3","FGD6"
"KCTD3","DACT3"
"KCTD3","SIPA1L1"
"IL1RN","TERF2IP"
"CCDC115","APP"
"CCDC115","ATP6V0D2"
"CCDC115","ATP6V0D1"
"CCDC115","TK1"
"CCDC115","C3AR1"
"CCDC115","ATP6AP2"
"CCDC115","ATP6V0A2"
"CCDC115","MUC1"
"CCDC115","TMEM17"
"CCDC115","TMEM216"
"BIN1","MYC"
"BIN1","ASAP2"
"BIN1","NECAP2"
"BIN1","APPL1"
"BIN1","FBP1"
"BIN1","PTK2"
"BIN1","REPS2"
"BIN1","MTM1"
"BIN1","GRB2"
"BIN1","MAPT"
"BIN1","ITGA1"
"IMP4","PCNT"
"GYPC","PDIA3"
"STAM","ARRB1"
"STAM","SEC31A"
"STAM","TLE3"
"STAM","NCEH1"
"STAM","TBCK"
"STAM","TRIM55"
"STAM","SERPINH1"
"STAM","ASAP1"
"STAM","TRIM63"
"STAM","JAK1"
"STAM","S100A11"
"STAM","DTX3L"
"STAM","CPLX1"
"STAM","SSSCA1"
"STAM","UBE2N"
"STAM","PJA1"
"STAM","TMEM17"
"STAM","TMEM216"
"STAM","NTRK1"
"STAM","TPM2"
"ABI1","TLN1"
"ABI1","CACNA1A"
"ABI1","VAV1"
"ABI1","CBLC"
"ABI1","ABL2"
"ABI1","PIK3R1"
"ABI1","RASA1"
"ABI1","MKI67"
"ABI1","FER"
"ABI1","EPS8"
"ABI1","DST"
"ABI1","HOMER1"
"ABI1","HHEX"
"ABI1","ENAH"
"ABI1","SORBS2"
"ABI1","PRKAA2"
"ABI1","KIAA1522"
"ABI1","INPPL1"
"ABI1","CRK"
"ABI1","YES1"
"ABI1","GRB2"
"ABI1","MRFAP1L1"
"ABI1","FES"
"ABI1","LCK"
"ABI1","NEB"
"ABI1","TCF4"
"ABI1","SRC"
"ABI1","CCHCR1"
"ABI1","LYN"
"ABI1","BRK1"
"DNAJC1","VAV1"
"DNAJC1","EVA1C"
"DNAJC1","CLEC12A"
"DNAJC1","TMEM216"
"DNAJC1","SERPINA3"
"DNAJC1","HLA-C"
"NIPSNAP3A","CCDC90B"
"NIPSNAP3A","SETDB1"
"NIPSNAP3A","SLC25A32"
"NIPSNAP3A","ACAD9"
"LRRC8A","SLC39A4"
"LRRC8A","GPR183"
"LRRC8A","LRRC8E"
"LRRC8A","DLK2"
"LRRC8A","LRRC8C"
"LRRC8A","LRRC8D"
"LRRC8A","C3AR1"
"LRRC8A","LRRC8B"
"LRRC8A","LPAR1"
"LRRC8A","NTRK1"
"LRRC8A","FADS3"
"TOR1B","TOR1AIP1"
"TOR1B","CD1B"
"TOR1B","ADPGK"
"TOR1B","H2AFX"
"TOR1B","HLA-DPA1"
"SMC2","MYC"
"SMC2","TAPBPL"
"SMC2","GULP1"
"SMC2","EGFR"
"SMC2","NCAPD3"
"SMC2","CHD1"
"SMC2","PAXIP1"
"SMC2","CCAR2"
"SMC2","FOXQ1"
"SMC2","RAD21"
"SMC2","ARF6"
"SMC2","B2M"
"SMC2","TUBA1A"
"SMC2","SPINT2"
"SMC2","SDC2"
"SMC2","CCDC8"
"SMC2","SSSCA1"
"SMC2","TNFRSF10D"
"SMC2","LIG4"
"SMC2","MEX3C"
"SMC2","FOXL1"
"SMC2","JUN"
"SMC2","SYNE4"
"SMC2","FOXL2"
"SMC2","COPB2"
"SMC2","PTP4A3"
"SMC2","HIST2H2BE"
"SMC2","CASP4"
"SMC2","NTRK1"
"SMC2","HLA-A"
"SMC2","HLA-B"
"KLF4","MYC"
"KLF4","YAP1"
"KLF4","KDM6A"
"KLF4","POU5F1"
"FAM129B","TMEM17"
"ST6GALNAC4","MYC"
"ST6GALNAC4","BAG3"
"TMOD1","TLR2"
"TMOD1","WARS"
"TMOD1","IQGAP1"
"TMOD1","EFHD2"
"TMOD1","CDKN2A"
"TMOD1","GSN"
"TMOD1","PRKAA2"
"TMOD1","DLC1"
"TMOD1","MYO5B"
"TMOD1","BUB1"
"TMOD1","NEB"
"TMOD1","FLNA"
"TMOD1","MYO1C"
"TMOD1","NTRK1"
"DAB2IP","CUL4A"
"DAB2IP","CGN"
"DAB2IP","CTDSPL"
"DAB2IP","PIK3R1"
"DAB2IP","RAB4B"
"DAB2IP","MAP3K5"
"DAB2IP","NTRK1"
"STXBP1","TUBB2A"
"STXBP1","USO1"
"STXBP1","APP"
"STXBP1","HAX1"
"STXBP1","FERMT3"
"STXBP1","DOC2A"
"STXBP1","GJA1"
"STXBP1","PRKCA"
"STXBP1","UCHL1"
"STXBP1","SQSTM1"
"STXBP1","TM4SF18"
"STXBP1","CDK5"
"STXBP1","PRKCB"
"STXBP1","STX3"
"STXBP1","GPRC5B"
"STXBP1","IQCB1"
"STXBP1","CDK5R1"
"STXBP1","SHMT1"
"STXBP1","MAPT"
"STXBP1","LRRK2"
"STXBP1","TUBB"
"STXBP1","PPIA"
"STXBP1","MAP3K5"
"STXBP1","NTRK1"
"STXBP1","POLG2"
"CDK5RAP2","MYC"
"CDK5RAP2","KIF23"
"CDK5RAP2","CEP131"
"CDK5RAP2","PRKACB"
"CDK5RAP2","NME7"
"CDK5RAP2","CEP170"
"CDK5RAP2","PRPS1"
"CDK5RAP2","FBXO25"
"CDK5RAP2","USP43"
"CDK5RAP2","STARD9"
"CDK5RAP2","PCNT"
"CDK5RAP2","STK36"
"CDK5RAP2","SENP2"
"CDK5RAP2","CDK5"
"CDK5RAP2","IKBIP"
"CDK5RAP2","REPS2"
"CDK5RAP2","SOCS6"
"CDK5RAP2","SSH3"
"CDK5RAP2","MZT2A"
"CDK5RAP2","CDK5R1"
"CDK5RAP2","SUZ12"
"CDK5RAP2","MAGEH1"
"CDK5RAP2","C6orf141"
"CDK5RAP2","CCHCR1"
"CDK5RAP2","FGFR1OP"
"SLC31A1","MYC"
"SLC31A1","CCS"
"ZNF189","SMAD4"
"ZNF189","ERBB2"
"ZNF189","BRAF"
"ZNF189","DLC1"
"ZNF189","AXIN2"
"ZNF189","BUB1"
"ZNF189","SRC"
"ZNF189","LYN"
"USP20","RAD17"
"USP20","PRKCI"
"USP20","GPT2"
"USP20","MYO1A"
"USP20","ADRB2"
"USP20","ATR"
"USP20","TRAF6"
"USP20","PLEC"
"USP20","PJA1"
"USP20","ATP6AP2"
"USP20","MAP7D2"
"USP20","TMEM173"
"USP20","F8"
"USP20","MAGEA11"
"USP20","PLA2G2A"
"USP20","MYO1C"
"USP20","CALM1"
"USP20","ECI2"
"USP20","DIO2"
"KIF12","MYC"
"TEX10","GABARAPL1"
"TEX10","KIF2C"
"TEX10","MNDA"
"TEX10","PYHIN1"
"TEX10","IFI16"
"TEX10","FOXQ1"
"TEX10","JUN"
"TEX10","NPM1"
"GABBR2","SH3GL3"
"GABBR2","CERS2"
"GABBR2","GRASP"
"GABBR2","ATF5"
"GABBR2","DDIT3"
"GABBR2","KCTD12"
"HEMGN","TLR2"
"HEMGN","SMAD4"
"HEMGN","BCL10"
"HEMGN","EGFR"
"HEMGN","MNDA"
"HEMGN","DLC1"
"HEMGN","AXIN2"
"HEMGN","BUB1"
"HEMGN","ZNF25"
"HEMGN","HIST1H2AC"
"HEMGN","NPM1"
"HEMGN","SRC"
"HEMGN","HSPA1B"
"HEMGN","HSPA1A"
"HEMGN","NRAS"
"TRMO","RB1"
"TRMO","ERBB2"
"TRMO","BCL10"
"TRMO","STAC"
"TRMO","EGFR"
"TRMO","VPS26B"
"TRMO","SPATC1L"
"TRMO","TGFBR2"
"TRMO","DLC1"
"TRMO","BUB1"
"TRMO","PTEN"
"TRMO","STAT5B"
"TRMO","SMAD2"
"TRMO","SRC"
"TRMO","RAD54B"
"TRMO","NRAS"
"RABEPK","QDPR"
"RABEPK","ZYX"
"RABEPK","SERTAD3"
"RABEPK","KRT1"
"RABEPK","FGA"
"RABEPK","ZBTB33"
"RABEPK","PDE4B"
"CTSV","RB1"
"CTSV","CDKN2A"
"CTSV","BRAF"
"CTSV","RAB28"
"CTSV","DLC1"
"CTSV","BUB1"
"CTSV","CEP135"
"CTSV","SRC"
"ARPC5L","IQGAP1"
"ARPC5L","ARRB2"
"ARPC5L","TRMT10A"
"ARPC5L","SPHK1"
"ARPC5L","FLNA"
"ARPC5L","ARPC1A"
"DSCC1","SLC22A23"
"DSCC1","HMBOX1"
"DSCC1","SLC35G2"
"DERL1","CLCA2"
"DERL1","RNF185"
"DERL1","NEDD1"
"DERL1","ESYT1"
"DERL1","ANP32A"
"DERL1","APP"
"DERL1","PARP1"
"DERL1","EPHX1"
"DERL1","ARL6IP5"
"DERL1","AHSG"
"DERL1","EGFR"
"DERL1","GSN"
"DERL1","SERPING1"
"DERL1","ATM"
"DERL1","NGLY1"
"DERL1","SACS"
"DERL1","RANBP2"
"DERL1","UCHL1"
"DERL1","KCNMA1"
"DERL1","TIAM1"
"DERL1","PCDH1"
"DERL1","HIST1H4H"
"DERL1","APOA2"
"DERL1","ASGR2"
"DERL1","SYVN1"
"DERL1","ALB"
"DERL1","PPBP"
"DERL1","CDCP1"
"DERL1","PGRMC2"
"DERL1","ITGA2"
"DERL1","CD3D"
"DERL1","KRT1"
"DERL1","ZNF232"
"DERL1","KRT13"
"DERL1","FGA"
"DERL1","TLN2"
"DERL1","ADGRG2"
"DERL1","KIAA1551"
"DERL1","UBE2N"
"DERL1","PCED1B"
"DERL1","F2"
"DERL1","YOD1"
"DERL1","PDE4B"
"DERL1","KRT6B"
"DERL1","KRT5"
"DERL1","KRT10"
"DERL1","KRT14"
"DERL1","HIST1H1C"
"DERL1","ZNF292"
"DERL1","HIST1H4C"
"DERL1","SERPINA1"
"DERL1","CFD"
"DERL1","SVIP"
"DERL1","MYL4"
"DERL1","PNP"
"DERL1","UBE2J1"
"DERL1","KRT6A"
"DERL1","HLA-A"
